mac_hash,label
373c8a9db007a5f68c998477902cbc8b,1
acdc8544ce07931b91aaa20b7756d812,0
922373f0b96f50756b284b8874406779,0
1d0464a5bb7bb7d348c654fc1b76d739,1
cd48cef6c1fd17fee1396eaed361a08e,4
bc70800ffa189fe1d10401d18d2a4815,1
1c64e4aac7e60585c3d850e44dbffb2c,1
ec35c6c6f9bdcef2c6369e5de599bb1c,0
1474cf9704080d5bb41f57ac3439a3cb,0
4a0d0bd867aca0973719f5744c659095,3
927cb2a789beb49d685e11a593f0e4b6,0
a7ee3ad6fd817bab901d45ba99992366,0
1a7164f6390f4fcae4139b745329b69a,0
fe9a7bc6f4bc3a122cacf28f4adb6780,0
d3b16dedabc1bc58e602580b8973fa47,3
e932f400c926316e3e30de5de4035cdf,2
7da891d9b5858b0e48f03faf3e0ecd03,0
8fc2f526b821b2d9b17b573af9ca71f7,0
732af068f559adb34caffd29d1652cdd,3
0bd008791e069f61c7a5c2aa529b9125,0
88ad295f7ceabf725e79a09c7dfd3cdd,1
3f209fd98ba6a4bf37a95c2394826b42,1
93b954211df42d94a1a231efe7148b5c,1
4c9daf301c18392afa6d7d4c88fbd9f2,0
f7b1fb974d8a7d5aaca0d7b75d43bb82,3
c6507b2d3f85118001b4eb690d4ea5a1,1
bb20740922c69472093d85ec8c2035f2,2
b863675e89d8be83004327a4d4284dc3,0
0974da36abc96d475c66c568933a8bf6,0
27c32e91333acb758e5093dc39f22f80,0
a4b4538086049f5a7e4263a758772817,0
d2b9bab868deabdc6910e637ba127d7c,4
c9db411dfff68f86194802e970494eb2,3
173e668a4a74dadd8442cd96d14f2547,4
bd7323cce8f1896ce452be09814ae05d,1
36e25db202d6046a934a59cd84498599,0
00a08e2039c67dd7bbfa373f2272d6e3,4
86e20b49bc4533b503fab239733b29e5,0
9799c86106ff3df726f866dd9bb2a35f,0
e66daeda29a8970d939f939e2c5e8f11,2
1e730c2156a7c26545a10f517951b7a5,0
17d6f6f54b94fcc861ef26fed8f9e30c,1
5a92a0204d303ee2e71bb3374ef726e9,2
1115f23212c094f8108ba8e960abf4e8,0
625a2255f1ec493aa51a90bcc352e440,0
b370b0e7d088234b13a820ad70611ba1,4
1601feb727da96af1c4801c5ced2f34f,0
86b23ac8a2d0285590c692888cc58c54,4
bfb0421335b31888af9cbbb8ce6a9a05,0
b0e0c17c18f68dcfb83b7a1d34767619,1
db9ea3d816b89915e05b762c598ac739,0
58a8915f5b054f8ad5968e846139f889,1
2a91ceaef6177a999ae6dec004ee23bd,0
4b4a3ace21c4d825e6e6d699bb3bef0e,4
1bb8c6f6a49a488a1da2798c0a88c125,0
c0c29b318176684515091ff822df34e9,4
0e0f409e348d8d34b59fedde3485f23e,4
712d575dcf141f45c6e565e098d0697e,0
262c64b7a348be7af3314792535c2ba7,1
f86eee233ff7f93fc37757a5553903bf,2
847325805523df0adec153ec3dc3bd7e,2
2608deb85ef6d55c699455c90e640bdf,3
40df65fb0cadd2c060ea4a42ae409ba6,2
8503ac6409fb1fbf09039ef0e448a6e3,3
3079c48aceb379caff534a6b3970afe8,3
c91dbc17fdf6dbba9fe8806a15174a82,3
00ba5cbc6d0d89e840d737ec7e25ae60,4
6ca4f543d70bbd0329bf684aa6653424,1
251890e3dd1d4570578e2d81b992f0a9,3
3fb15a28cad1023da976b6a5995ab70d,0
34dec43429344eb1a6ceec7b9118e342,0
85bd3dbe99923d2d7206452d60ac82bf,3
7995faff25a43ed5f0ca4f82f278bd2f,3
0ee7ea40d6fb085076e39f9bfcf2bf0d,0
c6e012ec62b181d3d1bbed60d6936e0c,0
95092a773ec7a235b57449d23658c681,1
499b6a8cc1cd3c049faefbd35189b2df,1
c1b59171533a77ed7fcacf3c4532b638,0
4b44cffd238b8eb202904743185d8f4e,0
16443372232c47090e259522ea8fc6ac,1
93d2b734e34ad85a9453119721c1c0ae,3
9ab7ddc1c8c0f1f410c0a7601134a3d0,2
79c979b6c1e0b55139261dabe19ba087,1
3ab8b0ada02e65a81c84264af43dcfa2,0
a12b8b5aa9f8296ec22cc593f8eb3455,0
a56bd2d98f9151c97f9b9c90a89cbefb,0
931027183414c90ca88563034230880c,1
de83f55d386590b2c35a57ff5d5f1a7f,4
ca63388feedccd9106deaea553ef598d,4
b4b59d48e025ac68cfdd0e9f67c3f3b6,4
58573d28268ae6bbe1cf5fdf4f0a68c6,2
4add45ea4849edfb56b834594b6d3e3e,2
89cbf7aeaa5810bc6703f9cd3fc547c6,2
94aa7c0d683631e15236574a917955a2,2
22865a31b009a56faba09ac63bdb328f,0
f4446b1b5c7f29b137192073d2c4149f,0
695134617da6c075a13058ed80de74f1,0
5d0dc90604ac42f14df74880d840a7d7,4
7a8c02650a029abc3e3ff652b15155c6,4
585f2c292121d4fbd37650a4ddde34b1,2
d5a189c99c6edf4893d6efce142c943a,4
f615c2f2b1723448d8545014802690d4,4
0cde2ae584a9f2601b7cafcab69014f9,4
0b036cc60b9125edb39c42dc8640c28c,1
7975efceaefb530c6d882dc7a59234e7,2
f75dc110058ccb98f91a669e29b99166,2
b821da0380e06677377151f54b7ecad0,2
66c7281fdb6c2e14e7a3104d54d2c1b4,1
804630717d0da4797877f2d2eaaf6a38,0
e54af6fd861afe9d2c643459e74fb730,1
fff2ca0333532d6348d5b4fa39028dd4,2
b14190e1b2b898d9bce83348a5e877c6,2
665834909e81b745ae44ed16369ffc1f,0
e7a096334c67a387964f102f49c06524,1
8eb437e0513d585f1a4f4d1e0156c90f,0
fe81510e3197ea637a253459afb32b31,3
3504524a145f652925e3cfebb0309df2,0
e036e691f38a8933bd913386789c68de,3
0c1fe5d587564d193c48c5cc8183e569,2
12ebfe2ef3d957a8c2a3d7a18d2cbc9c,4
675f7148f17bdecac60913ffe4ea191b,0
3a673630938dcda50b9bb050d8306fa6,0
033728de2343749271cd688cd286bbfe,0
19648a9d42489cd68e011f12fa028050,0
c460094723e633d89676b40c49fc0e20,0
6ba7e1738c83100f1174ef3ba81be71b,0
871d2a4bf66510a960ff14e61cc7624e,1
53ae337f43cdd7f4ba9d328e4c8b973a,4
4ac1b8ce8ddc7ac210818d6ae46dfdf6,0
d7df1a8bc0d7cf784375a98ea657b30d,3
8f42f4dc819f1c419ef74d5f75c22636,0
aeb7b22167c3301bbd58729b1f9ae39d,0
9d99b1e987a644414b4a2df7ecbf7d6f,0
0ba1762109bfa10335955f6e9f28bc5c,4
f7fb6c2f70940fabc325fb9f4523a153,4
fe09dfa99a88c508277b7c99d419115a,4
05241765b2569d0c199fd984a07f84e7,0
23e85df2246c1ca95c2dc5b5179f5a8c,1
fea4cc94d2a4207f88914c602bf2f2d6,2
741e98a4011367b34918820dd0552f44,1
b7188ae1a9e5aa986eeb006cce21a326,2
740a34fdb67ab93f1badd0c0939357c7,0
46df219b443d980ac568d40f6e1e3e60,4
1cc7ead44c6f5909bce798a46e0906e0,0
5083477127438078c0a94539aca6a179,4
927e8fb9155e44c4015fbefbeb4f1e8a,2
5af0fd2a751f7a10e81c51f001f1b795,4
0f9819bacdf90888e5d8915c4847ca37,4
be8c6cf339032d174ab2d2bf465df84e,4
55bb78bb5bd168c9c262287c4f2a83b5,1
a34efa34117e36ffdc5f63649d87b884,2
91a238110567d23cbe309ee614c7e9ee,3
e935912f9bf117e5c5dd4521d4d2ded8,4
46a66613433b7e1eddfef73f1f21ed88,4
ea60cf948ce9f9e377f61af75c3136e6,0
9ad42e4e8cce7478c219e1d922e321b4,0
cb03613d57779c68c15d925dbaf52323,0
c0dbe1ad7f6b16c7b675572923e802eb,0
0b2f656736d888fff0b7fb3d8baba31b,0
20761a00626f59f58600b1de46c31780,0
98fd09ac63913ebb116daaeb8686610e,3
7501b56196c8abf25b2c95ba0d4199e3,1
ee5a39ab5bbe4d1e5da6de92ccd8a258,4
1158c81a4cc0b6c2a1aa4bc6bd35b2e5,4
12d3f037f5fb9a4a9c5ec4c565db424e,4
04d6e39b3dec139052f5f3c1cde9a68d,1
b7c77fef2b16fa73dcec3441b891ca87,4
9263c28b52c3b70074c94f5c36c69d03,3
0aad56ac7adb49b0d2f00753a96bb1f4,3
54df4893bdf4637ddd1da3859867ebf9,1
544aca2993e1ad814eb22d08351683e7,0
eeaa959cf3512f064dfeefc73c326a3b,4
bdc6bf9be38a991b57062b4fa2c26e4b,3
dc2c527314d220205081e62ffa0cfb92,0
cbc5f141b88ccb9cc8d0671e3cb836ad,4
a66466cb22460505806dec9d3134c7ac,4
8b2b5e2d164eb05fcc7ade3ccb0b2828,1
1ca6748adad68f73a3a515802949a384,3
9b8ad4be4920903e74209b2e858d982c,1
de4a7fff28a4a20795221041e9eafaf4,2
d964ee53d7b828620e6ba5a9f67ebef0,0
6ba4d9e9d1b4dd852ce54eb7a924b0d9,2
8ef621e65c5f43dd6bd9482fce78497c,0
1910776d3855ced124921581935937bc,1
06e421dabc613e46440022197fe1a610,4
f1bf7718832f85123213dbf20b739393,2
473c88dc69f3b96a71f296f8597a1640,1
1e1b3ef436ea3a7dcaaa55872f2676dd,1
cb1774f4312547a8f91f0287f8647915,4
62834fbe90527c392029b4bc323e2cb3,0
8652206cb9899b4586e304230af183ad,0
01c0ac4984f5da7294f2e6ded0a7b310,2
6981a99cf14bd418c10739cedaa81d89,2
c158d72d43317787e3c5f080697527bd,4
a8ca426708b94cd33929a169fb689c41,0
81ca081054e508cb031a5ad550985263,0
658ba61a9f2b135ca7ea3300dc151368,4
ba2c1c77391de434d3196bd1b4bca2c9,4
65b2b3975c3b3c278ea85e8c772c5d04,1
718ede77ed57e3c9b0bed6d9d0917590,1
2bb3f202813aba7fc3923120500aee17,0
303b8e225a1faef9476dc7bfeeae5aa7,4
0327d7f4706d5aacf5dcdf7089787d71,1
60e3f256772c679a7c35c0e2a1ec616d,1
37710a45ce052ba8d3fe00c3f753c418,3
7a0f47babbbd57e59014961675ffeeda,1
ccd4ffa2f5b98c240b4ed93b42b5b575,0
a7c360c765054d723498016010d1aaeb,1
fad61ce57781dc412456be8ee8e6aa87,4
e8e3b7a92109778dc928ab58c4f450dc,0
19235033c752661e978fea0559bd0dfd,0
bf0ef42c555bc761aef3b981f9e9217a,4
4b3166ea95fccdb5f88a12594c8ed902,0
633d27a152b35365b2b0502b182b1a4c,1
8a9f9898a1ad1ac881b4a106f0da7bea,1
5961e9eae3482ea1ea0a2785859c4ef5,0
7a704ecfc31d4acc7fc581ba308e05d4,4
29fecc85ffee1c4d3721269569f2b2c4,0
e73575af3f32bc2c1f53b6f190890178,1
8cf357b6acc7766eb06515a471942574,0
f902298c1efc0c8f9c3bd4d04eca5d33,3
353bf00d40f9682291e6b0b2601c5aaa,1
e32080a800304456e672c30e6d0009a1,2
96a316ed602c953fb6204c52dedfef8d,0
87af5d3a4c9f0d82306e24424d4f7221,0
e21abd5dcb870b5277f398cba68572d1,2
b75dc002f199d1119f626e0d04ae5a17,3
cffb5e4e982818e248d87528adb29e9e,0
cb439b98c8f1a0a5009913dfa026ecc3,1
cd0fed7c5e479096bbdfad5907109f09,1
c7971491b8d87e282a0485408806e50f,3
51bdb45c867214ca92605f4e271516a3,0
c10ac0cff98c7629e816b7ab710219f9,4
6963de13474868ebc3ef06c21de317ee,0
ef594b4ccf4baf9a79c4b5abc8f7e854,4
540c46748d36d3fc7e6e19fe118ab6f7,0
45ea4e54f0165869f932a7f81ef9d5a3,0
8a21ea5ba849097038e4cdaa8d75300f,4
3ff884871649abf7ca5c5d680a1dec0d,1
5ccddd9a27d334eb86d02b70a8178f21,0
00d731da04d92d76b0922c244eeb84fd,4
4ac293b6b522e28d81ecd1dfe2f988c7,1
63c5dcd79dc0817868e990c3c84e823b,4
6333aff540737c3069fd93cca8e989f9,1
fce24ead54b13a99102680d31c483a4b,0
5dd13665b84c37e21f735708f1b6d121,0
1f77201eb5430177689093d5f02a74bf,4
309f490aadd6b14b34f852d4f341d44e,1
5791d9be2cf03dc979b02069beb38840,0
4a23d11a737eceabc93ab049076bdba0,3
f3d35fbd8d5995a4a09ceb36d7d25731,1
0cf90a325ae54b4d4fd8cee73caddc27,2
0c5b65a6ebeee7a0baf33f41a8196f25,4
fef7d0197e399f494404989e15e9097f,4
660a87f19c40af14666ff71c70e99cc1,0
f9e1ea3e8f3f1b3d2ece5f41f11604c7,0
a9395916e4346f5c287298c6e4a6df0b,2
03739d138ec7b78b282b15cae61c8c80,4
93a6ec38a8bf9a7484c65154dd65fdd3,1
e02bcd83280ccd81d5b548bab550496f,4
67cf64e4dabfb3330330c7db36b17cb1,3
0662e8eb127904df35186e2d2c7695ba,4
fb9546fb91da8f16ffaf6587b7e3cbfe,4
3d414deffe1570c266d8abf17d4a9f16,3
71257d1228c5e56d7b50cf2801e4c6ac,1
9337b8ebeb91e779bed2a0046077b0a1,0
b27c44e8d8a51ce3a7716e0e5cdbdd8e,0
165846f72d7456e4a3efaa80f63b7ecf,4
9b36497e1845c8142c24efef55674ff6,1
9567851c9f237ae1c59056cd4ef416a7,0
90561a8775535bb90716b9666391b348,1
0ed04885b8e05f25067f35ff77f65276,0
c60dc752c8ca56e120448d85010562d1,2
21c0d19042cd9fe59b50b4c69183bce3,0
9c6e8e422465e3d256b3dd278deea17c,0
46f49fb92a043a4c3f4fe8472f029ca5,3
1f00d8af417632f997fb15708e98e788,0
2e3a9973da92a4e72ddf1f91111321ab,3
1073d0a651979bf26e93501d7c9dc21a,2
de901c220e23e0c732cf81c1cbeaf532,4
38c87130ba7561a24b77100ca7440391,3
ea3ed392abd96832be9940b8db679dbb,3
1836978089cdfb6e21a44caa2cdab288,4
e8d7ce3fdc122e18680e93c7cc32b15f,1
eb07ed75683464b72304e7746a2752b8,0
623a33e7b3f84830b83eb32355b1a3ee,0
d0d03b89c56993d1006f0aaa0272ff20,4
3a72b96d85de85cba5cd9ebe219b2b54,4
1f8cec2872d5d293295af8cbf0b17d62,2
1698cb3aee1a0e7b5d15b7f9c9fa693a,2
b9d25792ad1fc06b73e28e3ce6f7c67e,1
a10b548c2b470bf2ef56340b9f63cbf7,4
99880da4ea6ea5ae68862a46adbd9dbb,4
f0f727dd07cb363c2b3a15b924135557,0
061482ec855634af74eaf6aab361b71b,3
1baf1e2a8b40340946de1781f81c24ac,2
427b7ce06a021c44e3ce0b6dbff9f8da,1
9e0bc82243341addaafa3c909aad3d79,0
0f5a151f4a64e290ead170892b8b4743,4
9d391aa3324301c144318be3f62fa4ba,0
7fde7d4c462f83c9b9724fbdd61b3715,0
d4bc112a6433d60a3d04c562a2e838dd,0
b222e083f08cd65a9e0cfc3fcf4f8dcd,4
ab1666aaefdf365bcf6609a7285b2c21,2
a3711283787b17e5b76e762f87e6fa8e,4
231497105270f81f7b908b897f1b1c25,4
a98d4c7e65e526677438bbb631908b36,0
33979e1dfb86170bea9c7d344796c775,4
6945fef4c69242a67292e185d1acd14b,0
eca3bfb10a925e59dac0b126b692e66a,2
07e0dc0cea15fcea9d5a790a3a6aa2fc,3
42db7334c962a8d04461522381e4fef5,3
6de5f3439ec39f771f8da9840f1e624a,4
e2267e8f41ddfc2fea879e914abe0ff7,0
2effad79ab8a56aea72ed3ea29090c80,0
0e9ce1bdcc49b282eeb2e1f3e04207b4,0
9a668600f070199e891f7ed859f7654a,0
8084040fd5e112d03b3858707dd8726b,4
e66627a3926710bbb05db94197afc66f,3
13c85f095f4417b0e020969ec2d31cce,4
c9a9e44d9521ac6901e3ffc4623141cb,0
e0f3cbbce833a6cadcfa7cab9511330f,0
d395317463a7db58a5df25588e34506c,4
bebac2bbb094639f686785371f47a68b,2
435add4883d46d75c429db7d1d7a4c42,4
f179440fb17b4989ec8a92138b52ef46,2
da6f8e1b404b3c714f4634b0e8b0cb7e,4
7d8dd872c120438c538749814d586c45,0
0fa4913d19c2dbd0b4ef4ba3786e48ee,2
223c64c8c179422117d0890e46867787,2
ccc64226c6847b8d680f475b4d682f98,3
307b48a5dbcfcd63b5658f1acac6e5bb,4
de4b1b89ee06dff11417a4568741a8d7,1
94ee9be48c7d89b2e3dd0ce83b212542,1
d0b51620fdca5e209faa6f83a146043e,4
98e86be1e873082cdce5e9cc7a06b0a4,3
f7382f0b338f2aa56718cc0df1a3c818,0
df812ac9c5cb9e5426f589a1982cfd46,4
f77242203defe7691e9ff37c8c8a5106,0
fb7d40768e4258b8840fe0072c47d0f9,3
dc39a5493b418f4978708f5dcbc5b89d,2
8d297505de0141f3374120b87c8296c1,0
44b65869020e968f181bd3ef162e9553,0
02612c3758c4cd461db85a70c3dfc05a,1
87771d494d819a8dddb7524ce472e2b5,0
9af9891b0effb4f96e275701d6b8c68d,0
073c35c23465a199a00eb811dbb03e1d,3
27f5996c3c2cc122ea31a34e19f17144,2
3424115479bcea30c6d7805acea6bd0d,4
a655c747bcc9acc3b7e76978849a2a48,4
9566fd191110c6d4f0fae1f9dbf6bbed,4
e259a3f6b76c3a9d935178d4accd2271,0
fd71ced85461585072c70d321c086802,0
3cfb0ad5e136409da2e53fe8bba476a3,0
8476e70a362694420828318f57ab688c,2
d1990d1c8e6e2733a737f893bda9fb4d,0
10ab4babf954383ba67aac13c8e4e12f,0
15457244963288f1641a392e2df6378d,0
bada384297d64dcf459f730972fd0f04,0
8aa52462a409b56d5934188e6e018e3e,3
a3ec729383da02782dbd441ffcefb524,1
99d01f4ad639dbbc573a036ea2c4b259,0
f51eb95b3911a311125b1f766dceeff1,0
9b9cc7d3edd4b66204768f53b59c2fe9,3
efc70b37b82f385bd57019f97c39313b,0
b2c357c052b7e48cd8ec196483fb08d0,4
cfcdd9a86ad1025f489fe1a0fb7f0c85,3
e6ed647349e83b5646f61595804d757d,1
42f327a6b9bfc178b41f1503e4158f5a,1
c1cfdaeb6bf229f05e325405688f3a4c,0
b12af3cd28b8f8cf4f99bfa48251bcd3,1
afea467bd5c507a11c51a5865a594cd6,4
47d4f8887e848b22a1c89c3bf4288243,1
be684622f9f1f078ed59e75c7bec73ff,4
1dc948093a65fbf4365858224ee59f8b,0
d9f58da363aaccb0b6cd2061a2a3d004,4
3b18e3a0ac113a1232c1452e47b17299,3
40a6a3df4cb623b1a1edf667d340bcc7,2
580e3d81817951b34255206874ac4ba5,0
a2b2b7fe0bf22663f0305b93d88927f1,3
7148cf8b5e0902169bd4b8e95fedbbb1,1
0b0543a1a943f89c45030a4bffe41e95,0
9b433c048f8703bd43e64cf0459c93ef,0
75b8199ce2bc847088edafae7da7d487,2
0ff9b836fb5c5b20afbec1a0421629ff,4
86314ca6ce4707c4e3a2992f687eb912,3
95d114b113d029c76de1fa9e500764f9,0
f78fda5e1eaaf38fa3a80ccc018276a8,2
ed89680f47c0f0d3325312cf3fc28168,2
5937a469a9288c088f26b8a693018eac,0
0e89211f31be02872d47c93dda31fa89,0
fcde282b07b98f9c5b4bb37794daf6a6,1
9f33e5b763578eb7134ff53fcdff236b,0
dc3b25a8fdc1962e517ba172f3b10bd8,0
814c0cd10dc03898a3c31dd61368e125,0
860343bd1ef7a77a78a7e1cc07aa96c2,2
266009729b849d694f93814a600176a1,4
5f3b0919d28b15101c594b4f91cca196,3
85f5d24934c355d0705ba261944f02c4,2
08171527610f256aba9cb7155de74cd4,4
3c070bc5c3998dd8f2b83b54d6f1df1f,0
e52b4c34e22a81290e8f5136f2a27f13,4
1e7cff346be6c2035e39f88860ffb235,1
d92093991a258daa632c228b41829f1a,2
96e45fd0f33c9fca9f3ca27cf38c1ff5,4
72856fcb5735ce1e11b5bb7e94d5bcf2,1
dbc5bd772933bcf61ce90f5a82387f81,2
f1049ca3ee7f3bf87848deeda85f3915,3
7c6709e65fd97a7bb528272deeeef4a1,0
7ca8a40dbd5b2093d364dbfbd395d378,1
737f2eb487da923af5a3e16cc9e0bc16,4
4b8c03847431043d595aef5e6390e360,1
9a176bb8a4a231ea01f5e3992d5bddf3,0
3755bba674f01f1593f11fd9dd505feb,1
9b10d224edc36c54bd5fe6bff601a6dd,0
e642dc6ff67c93470abcd183fc6324b6,4
1c092349b096feabb040f8ecb3b1cf97,3
d8ba38cdba7735711cc0cc2242040487,3
cf7737148722b2b83bd49c0b6bd78760,0
d9b2c48ee3ac24fae55e1ced5da9e7c7,2
d0a9456c38119ccbd1ae4f2b8b860bc7,0
d55833b1e44d087d34dfa7ec40c3d277,4
80b0b85e1e57bff228dea47085c8cd9a,0
b42f3c4cb1e86417a2c636ea5a4d7d26,1
a7ac371d300bf27931618d1988eaca8e,0
8736db3bbbc7d124a92c90d1e3c5d4ac,4
02af4411ebd2e348c298b773d402013a,0
c12d8173b9094b946d7f958619f17c4f,0
453df391fbe735ce50abc9de7e6ef4d8,0
210a19b96c7a4ea0f95e69998459ab59,3
8527309d41cbfbdcb7c89a8b2dca6724,2
e90617bf31c973dd272b5956b8f728da,0
ddfcded5ae1d75ee3e81e8ddfddf4139,0
4ec25eb2e16cc30f71900e5050938169,2
73a51d7588b0def0efdc12a41ebe2c24,0
13a0f29ba6b55ffc1764472686cb31ce,4
fe466c76faeee71997f494699025eaaa,4
bbbfae06060d399f73a330f9d1d80977,2
a4ae8696efbc626324cecc2604533d3e,3
a77ab6db7d9951a76fcf8ed96cb0197a,4
5aec54fd23022b194508c7279d1e638a,1
2eaad952ba08bdeef275a67e1bd8dcf2,0
5c20d2cf294f18130062da9517989467,0
45aaf2ecf79cf27d110757c1b8785f67,1
de9c927da7024ece708b1a1535daa5cb,3
a4e353f0d20b062dca6b124e299732c0,2
fb0d95e9e6ca5ebbbfd2756c7f276860,4
ba6878438be438696a98438ee570a7e4,4
665c4efa2a639e709b6501c425df5a6b,0
b4d9d253f851fee6b358e2a33478954a,1
fb19604df9f6fa692d75c1318c636125,2
b2dd1d2f656b98372510446e66be4717,0
5ae6f07b910dc9ad00fbc677b7c50124,0
c078fddf59b3ddc6c5545a43bb6c1442,1
ebb8fdc96ffc5884941b28c15c847efb,2
374879eccc835f77e18ec1230af236d0,2
5128b9c216a0cc6ab285c241d2c39813,3
44099cb4baa1907293e4eebf603b3537,4
