mac_hash,C0,C1,C2,C3,C4
dd087a31eb97f3cce6630bcc71076ebc,0.2,0.2,0.2,0.2,0.2
b0edbd34e65b16d49c9534519db0114e,0.2,0.2,0.2,0.2,0.2
0c4771a5b661fa2441479f82b042ae34,0.2,0.2,0.2,0.2,0.2
400312e12bdecbdcc930cb3a82b9949d,0.2,0.2,0.2,0.2,0.2
bdfd2bcac2fb5c1aaee51f2ee86f31f5,0.2,0.2,0.2,0.2,0.2
77358bbddf0fb4c2930c2f9b184078b6,0.2,0.2,0.2,0.2,0.2
61ec5b99983c4ef66b9f3ad2adee20de,0.2,0.2,0.2,0.2,0.2
d8f5e46a28bf1fe6874a407b64491c52,0.2,0.2,0.2,0.2,0.2
3a245970de63674a728acf265960c667,0.2,0.2,0.2,0.2,0.2
5d700a722e580ae81cc91ecec426eaf8,0.2,0.2,0.2,0.2,0.2
4da13e9adee0d075aae022f4c9f27a57,0.2,0.2,0.2,0.2,0.2
291514ec40b65a85989278156454924a,0.2,0.2,0.2,0.2,0.2
59dd123318ef94a6a2500c96704ea12b,0.2,0.2,0.2,0.2,0.2
cd26e16cb61f980b96194d64167cfc80,0.2,0.2,0.2,0.2,0.2
af4db378c421e9121510c952662e9d5a,0.2,0.2,0.2,0.2,0.2
82e97317dc5df3027e885b8654c9ea93,0.2,0.2,0.2,0.2,0.2
0cd1066f2d91038ea26600c01e1830ab,0.2,0.2,0.2,0.2,0.2
ac441e67b682b24708bac752db6d2216,0.2,0.2,0.2,0.2,0.2
175b611aeb3965731c4bb6fec458f104,0.2,0.2,0.2,0.2,0.2
afd60f3fe65f154696bba4f2b3638c0b,0.2,0.2,0.2,0.2,0.2
938bd8afaa9ebe0e491d2e1eafe978bb,0.2,0.2,0.2,0.2,0.2
54961afe28aa44a007a9b36af2fe9b19,0.2,0.2,0.2,0.2,0.2
a8dc62ba63e086fbc606572c5d0aad03,0.2,0.2,0.2,0.2,0.2
ad2188a7046e5e6db3e44e477bae07d3,0.2,0.2,0.2,0.2,0.2
9b8e9f35cd370229d67f0df5051aa205,0.2,0.2,0.2,0.2,0.2
fad3e76129a4307686ab07b9c47a922a,0.2,0.2,0.2,0.2,0.2
6630ae31dbbfaedc83e9510559d0f533,0.2,0.2,0.2,0.2,0.2
9b68317b4743e7cf5cf5e9128013dff5,0.2,0.2,0.2,0.2,0.2
8480e0df428c0a317784dd0a68d28ae9,0.2,0.2,0.2,0.2,0.2
112042cff4b8fb0b096dcb1cbe8d4858,0.2,0.2,0.2,0.2,0.2
41b092210709faf89727b1ea9dc0a5f5,0.2,0.2,0.2,0.2,0.2
4016290a1409a254b02762ecf19217b3,0.2,0.2,0.2,0.2,0.2
672c7a95910ff56f481e64a089b63910,0.2,0.2,0.2,0.2,0.2
b7e26d55af181f986106fb538d09ab64,0.2,0.2,0.2,0.2,0.2
7faca9be6fc38b37ab0d2f200f59ba38,0.2,0.2,0.2,0.2,0.2
4e05ad3636435a47f9e0da2dde47f2e5,0.2,0.2,0.2,0.2,0.2
616ac02814adde0f8d85d4bc8f52f82e,0.2,0.2,0.2,0.2,0.2
8e87ad63b36f71839496d103b675027c,0.2,0.2,0.2,0.2,0.2
a8fa51432350e51b808cc9b55f0d166f,0.2,0.2,0.2,0.2,0.2
c760db2404fcc64f885fa786dc9fd9fc,0.2,0.2,0.2,0.2,0.2
5f170fec1abfd21e9d14bb858a90f1f8,0.2,0.2,0.2,0.2,0.2
7812d6633bf7452f2bed0a369547c258,0.2,0.2,0.2,0.2,0.2
144ba516987a6676ca8ebbc04b853993,0.2,0.2,0.2,0.2,0.2
63cce13d8c1d00d2555ab8c4a19573af,0.2,0.2,0.2,0.2,0.2
90d87baed33c79d3adec0079a0e43ac0,0.2,0.2,0.2,0.2,0.2
1debcab6dc0d880dfed09bea9b919f62,0.2,0.2,0.2,0.2,0.2
d58ff9fabe2286548b4c466f077970ad,0.2,0.2,0.2,0.2,0.2
f6ca5493129810a6de04d0909eed1de4,0.2,0.2,0.2,0.2,0.2
a48ffe4f05be1842c384dd8557ede8fd,0.2,0.2,0.2,0.2,0.2
b5ae8520c27cac8c98b80db52b875621,0.2,0.2,0.2,0.2,0.2
aee07ae18b7e57a3ab0d24092ac569c8,0.2,0.2,0.2,0.2,0.2
95876c539a3b168bb65f51a26148286e,0.2,0.2,0.2,0.2,0.2
869e77ba317b446a065f404dc8f929fd,0.2,0.2,0.2,0.2,0.2
a7eb5a0e80a240c54314dd2552fd0452,0.2,0.2,0.2,0.2,0.2
2ad327806e5f0c300df55d8417ed5f5d,0.2,0.2,0.2,0.2,0.2
7698065b41c5ef1f4c2a9fe7764ad51c,0.2,0.2,0.2,0.2,0.2
888232a91b70ed7700263a0efa1e3879,0.2,0.2,0.2,0.2,0.2
16a9159dabda2e51b636ebd834bb1514,0.2,0.2,0.2,0.2,0.2
b583a8787488c19c37612aeb5dad3cce,0.2,0.2,0.2,0.2,0.2
4540cec8e600fc658313b3dd8479fd61,0.2,0.2,0.2,0.2,0.2
79594ad8150fd9e6c1cda6ead0d9f925,0.2,0.2,0.2,0.2,0.2
d523cdddb4637237f50224a675764361,0.2,0.2,0.2,0.2,0.2
b330034cdc32cd3ac75efee9b0395465,0.2,0.2,0.2,0.2,0.2
b06b27627df31e819f4efd129d18c3e4,0.2,0.2,0.2,0.2,0.2
facaaa23906cb3bb9dc4d1d8b6a2a8fa,0.2,0.2,0.2,0.2,0.2
afea8980b49749c708cceb062f96e397,0.2,0.2,0.2,0.2,0.2
63345cff984716ab7f72f9a260ca6d59,0.2,0.2,0.2,0.2,0.2
2007f7c5f7f87b71098d1b8e91315a0e,0.2,0.2,0.2,0.2,0.2
1d5d2e3378ec3539ab98d1a25b7f7f61,0.2,0.2,0.2,0.2,0.2
e923b45fe9730b0665f1162be9599495,0.2,0.2,0.2,0.2,0.2
26c87e2dcf67914613f77ad6f78fbaab,0.2,0.2,0.2,0.2,0.2
8c0008ccdb9b754559fa50f916867e2b,0.2,0.2,0.2,0.2,0.2
d722e7ade26dcd5e9ee4b5ceb3d5c444,0.2,0.2,0.2,0.2,0.2
bc5e427476daa15e107e4fb0f5ce594e,0.2,0.2,0.2,0.2,0.2
3a3caa8baa6f04bd51f96bc6a6120158,0.2,0.2,0.2,0.2,0.2
c10ca8c82dbb8e8eb2c38b188f6238b4,0.2,0.2,0.2,0.2,0.2
c94bf69f907c881d7ca883d6ac15410a,0.2,0.2,0.2,0.2,0.2
153111250c11f25b88a7bec58f41c2f9,0.2,0.2,0.2,0.2,0.2
09df3195792eb0ee792f20ae7c3bb93d,0.2,0.2,0.2,0.2,0.2
9ec545d862bdc0c69b3f994d27a52428,0.2,0.2,0.2,0.2,0.2
271b6daf7307726719e04957af3f90c5,0.2,0.2,0.2,0.2,0.2
d5fb001b864bfd3c677cd83ad5cdef16,0.2,0.2,0.2,0.2,0.2
752e6309f9cbd3e931107e7c685b3229,0.2,0.2,0.2,0.2,0.2
e8566177cbf5522e513cd0b5d72f17f9,0.2,0.2,0.2,0.2,0.2
0ad75a7d5667e94d17faf8089a88d098,0.2,0.2,0.2,0.2,0.2
0816e6aee05935a24ed140c1e8d87119,0.2,0.2,0.2,0.2,0.2
531a5a031323736fc7a03abcd299e872,0.2,0.2,0.2,0.2,0.2
cde77c66dfe76ab4279f605a8c1e7b40,0.2,0.2,0.2,0.2,0.2
2cefa89938707ecbab4bf405d9f1c676,0.2,0.2,0.2,0.2,0.2
43b0f40708abfdb04cd4449bfe15a97e,0.2,0.2,0.2,0.2,0.2
f5b1257249b85bc46c4b7cc53a9eedea,0.2,0.2,0.2,0.2,0.2
5ce2440639e75d9c91ef99740060b953,0.2,0.2,0.2,0.2,0.2
67b4644261bb5232195120cd04d983a0,0.2,0.2,0.2,0.2,0.2
079798cf9b0a9df60b8066588a127b85,0.2,0.2,0.2,0.2,0.2
138e0d7c06228ba72dcd0f5f4f2bf62f,0.2,0.2,0.2,0.2,0.2
816db0858660ee63f6b6aa5d9b131acc,0.2,0.2,0.2,0.2,0.2
bac52b1e260dcebed843376143c7253f,0.2,0.2,0.2,0.2,0.2
82b398ba27846084f9732aabd9e7caf5,0.2,0.2,0.2,0.2,0.2
20e0ce37f2bc3295145c680c677f8b4a,0.2,0.2,0.2,0.2,0.2
22fd4b35e9fa969616bddae897bfc6f7,0.2,0.2,0.2,0.2,0.2
2eaca99c3947f02b80b6c2fb8c6b1cef,0.2,0.2,0.2,0.2,0.2
3af02c348247bd62f8f26a2e97f5a199,0.2,0.2,0.2,0.2,0.2
5ebecd46192f262fd96a96858744d9cf,0.2,0.2,0.2,0.2,0.2
05dbdeb4bfbeaa0cfba9d4e262cc6b67,0.2,0.2,0.2,0.2,0.2
f2ccdd2c79963d19110900b8eb640bd0,0.2,0.2,0.2,0.2,0.2
233227dae76deadf93fe74cdc5cfc9cc,0.2,0.2,0.2,0.2,0.2
ba1988cabc43e527d7b336a1a1a5de63,0.2,0.2,0.2,0.2,0.2
85ad5f1b28be41fb517447ffd1797ae4,0.2,0.2,0.2,0.2,0.2
413f3a9469c82e73e20cd893f44d830a,0.2,0.2,0.2,0.2,0.2
4908d00418bd52f14f3ed4e5cf5e8398,0.2,0.2,0.2,0.2,0.2
d8179bcbb5dce3800ed370c68999a9c4,0.2,0.2,0.2,0.2,0.2
fddd0bb1f514b14b026d40f0a3111f96,0.2,0.2,0.2,0.2,0.2
907707ceda13525a8b095f2f36a9b521,0.2,0.2,0.2,0.2,0.2
184b3ba7d68eff49a5a9d737e2338728,0.2,0.2,0.2,0.2,0.2
e75913c2c32bf3f6d3cecf2354ef820d,0.2,0.2,0.2,0.2,0.2
e51f4f840c0ef535b82f8a9ce0f71474,0.2,0.2,0.2,0.2,0.2
62c6ddd547ec033ad6127b44570e98fb,0.2,0.2,0.2,0.2,0.2
d61b7f92bc01d4a21f88d2861de552c0,0.2,0.2,0.2,0.2,0.2
9909cba2ea16d323b49fa6251495d9b9,0.2,0.2,0.2,0.2,0.2
7b1a02cf2bedbd0479493fabf06f50b0,0.2,0.2,0.2,0.2,0.2
5ef2ddc2532f60a7de3d0a899c9aa3c7,0.2,0.2,0.2,0.2,0.2
07b8759665d6b490a3a09bddb4dbd6c5,0.2,0.2,0.2,0.2,0.2
4a80c9cc44701a7ba23f79bdcdd0677f,0.2,0.2,0.2,0.2,0.2
af9d4c9c3d1b88661121b1276134c82a,0.2,0.2,0.2,0.2,0.2
228e7dfe4fd05eb69e0362b47f03b515,0.2,0.2,0.2,0.2,0.2
2d5f7a1158c5643b88a5ce6cb42db361,0.2,0.2,0.2,0.2,0.2
cf27d158b06af5abad807f09b4fad49e,0.2,0.2,0.2,0.2,0.2
647af722baa400eff15e157c624e8191,0.2,0.2,0.2,0.2,0.2
e67a3b826a6dbcda4d881db97f47da54,0.2,0.2,0.2,0.2,0.2
c1c6aa99ef05262135d459a36643141e,0.2,0.2,0.2,0.2,0.2
a5db9da0840ffa6adf02938289fc99fc,0.2,0.2,0.2,0.2,0.2
49b610a11b4d99fd419563c66499339d,0.2,0.2,0.2,0.2,0.2
4f41757b2ef76acb939b220e51345559,0.2,0.2,0.2,0.2,0.2
764dbc852b3c75083109f3616b171a56,0.2,0.2,0.2,0.2,0.2
47980d7a11579145b9e5d7ed4065b636,0.2,0.2,0.2,0.2,0.2
0f70c614fcdaf9d60c7f1d5538e48efa,0.2,0.2,0.2,0.2,0.2
211adbe7f7cedbe0e10434adce05302d,0.2,0.2,0.2,0.2,0.2
74109033f148f09b51c529d84f80a3c6,0.2,0.2,0.2,0.2,0.2
3e64fd369e1aedea18908b2d451c4973,0.2,0.2,0.2,0.2,0.2
6a29f6df0df22cbe4095158444aa952f,0.2,0.2,0.2,0.2,0.2
1fff4ef92f846b9440024724d5d81439,0.2,0.2,0.2,0.2,0.2
f5539df60fbf57e2191852c0027be53a,0.2,0.2,0.2,0.2,0.2
f1a1e64fdf0ba12ef0f001b740c7e5d9,0.2,0.2,0.2,0.2,0.2
218d82d25f1d7c1c279426599d536f4a,0.2,0.2,0.2,0.2,0.2
6fa7498e91eaeb1e29d5955b8bb4e8d2,0.2,0.2,0.2,0.2,0.2
54255ed21c17d603c4a57302b7853c4f,0.2,0.2,0.2,0.2,0.2
88e8a574651bd19ef2eff3a105cf7885,0.2,0.2,0.2,0.2,0.2
9ff477bba15092ff8c738918b801a314,0.2,0.2,0.2,0.2,0.2
c8513e03e9a7b25a5408b1e124366ea1,0.2,0.2,0.2,0.2,0.2
9e9fb2586823596034e089f83cbf961a,0.2,0.2,0.2,0.2,0.2
244e8e97aadc44be5844e89b31e682db,0.2,0.2,0.2,0.2,0.2
5fafe9713d8e2d6263cb81448ddff981,0.2,0.2,0.2,0.2,0.2
a184ffcdd32a41a5ac5e34b3f13512be,0.2,0.2,0.2,0.2,0.2
8ee235d6b76039849e391d5a2c4a5733,0.2,0.2,0.2,0.2,0.2
e50d393f65ca8cf38b25377ee4556858,0.2,0.2,0.2,0.2,0.2
2aea384892db7708cdf2b8cf62da7f63,0.2,0.2,0.2,0.2,0.2
9e3a9433e42940fe4bbcd45caf3d0215,0.2,0.2,0.2,0.2,0.2
f5c8d4d363c72403325d0a973dfd82ef,0.2,0.2,0.2,0.2,0.2
296436d18dece9b5ab8c69725b9c071e,0.2,0.2,0.2,0.2,0.2
73769ed282b0f64888b9d6905f037f9b,0.2,0.2,0.2,0.2,0.2
3fe2acdfb6a45a49bdcc2769fd90cccd,0.2,0.2,0.2,0.2,0.2
5886c385453ee8bb70daff60808d171f,0.2,0.2,0.2,0.2,0.2
164617b278d57b5ac46e09a0656284ef,0.2,0.2,0.2,0.2,0.2
c6cef45cb9cf45a7504a81626cb52d41,0.2,0.2,0.2,0.2,0.2
b57de9b1728d0a02b49409d2727d4ecd,0.2,0.2,0.2,0.2,0.2
f8455358485506ff7eee3bfdade151bc,0.2,0.2,0.2,0.2,0.2
470546ab74d3ef5d3bf3007f051b05ca,0.2,0.2,0.2,0.2,0.2
7dd201e289e1836eb15828f3e85cb1b4,0.2,0.2,0.2,0.2,0.2
578638e7a7db0d6308353ef65100438b,0.2,0.2,0.2,0.2,0.2
edf8d3a50cb18b5cdd465bf39f22e34d,0.2,0.2,0.2,0.2,0.2
2f6bec98ead2146f9b37e82737f231c5,0.2,0.2,0.2,0.2,0.2
00f6741b275d8b71b558dbadbac8bf9d,0.2,0.2,0.2,0.2,0.2
a4b13992e84c26d9747c18496c1609fb,0.2,0.2,0.2,0.2,0.2
e8d4a6b3c3fc1c950d5296f9165d0cf0,0.2,0.2,0.2,0.2,0.2
e226e859c78350653f21657ceace7094,0.2,0.2,0.2,0.2,0.2
b96543bbdb858169dc6d81a13994bce7,0.2,0.2,0.2,0.2,0.2
f08cb97349fb9c398c485d4a531446bd,0.2,0.2,0.2,0.2,0.2
2667290041bc079a1120e3f2f788fa32,0.2,0.2,0.2,0.2,0.2
5acd14a3ae221ccf158d193883ad2286,0.2,0.2,0.2,0.2,0.2
9cff7cd8e2cc9902bb8fbcf309aadfa1,0.2,0.2,0.2,0.2,0.2
7eb73cc54f157e0b8411cb681cc9fa79,0.2,0.2,0.2,0.2,0.2
9811cf41f7732d2096497d77256bb7a2,0.2,0.2,0.2,0.2,0.2
889bbade6ef4fd301ff446ffe7a4220e,0.2,0.2,0.2,0.2,0.2
a0d34e22e80666d6c3530c77a70fbc16,0.2,0.2,0.2,0.2,0.2
40d9f611c46328e99fd7ffb637fdc0ca,0.2,0.2,0.2,0.2,0.2
ed7b832920f511907f209c499fd592f2,0.2,0.2,0.2,0.2,0.2
9738a71343e055bdcbc266dffe288fc4,0.2,0.2,0.2,0.2,0.2
6f97429d738f3ae675c4d42a88f4010e,0.2,0.2,0.2,0.2,0.2
e75abef7c311e9bd406c3b34de8e325f,0.2,0.2,0.2,0.2,0.2
02c492aad425976ad26a591137ec088c,0.2,0.2,0.2,0.2,0.2
609c6d44024fd80146566ef15385c900,0.2,0.2,0.2,0.2,0.2
068123da4e9b58748c91774c0a40a672,0.2,0.2,0.2,0.2,0.2
4cb59ec59749777d0ad0a297f8b436cf,0.2,0.2,0.2,0.2,0.2
44573173846966437a5880fab0ad04aa,0.2,0.2,0.2,0.2,0.2
346515413fdfd7c9e922c4b39e308d91,0.2,0.2,0.2,0.2,0.2
7691d90e3a722de299c10ed14f02233c,0.2,0.2,0.2,0.2,0.2
c90d84adcda7a134d511584466716da6,0.2,0.2,0.2,0.2,0.2
b0ef089b625f8d29c015b90046354981,0.2,0.2,0.2,0.2,0.2
107a363de1f41375e87cb4cda75ef93a,0.2,0.2,0.2,0.2,0.2
a0363b36416cdfe038f5610952253283,0.2,0.2,0.2,0.2,0.2
f508b7c1a2362e6d5b45c377c78c9b4a,0.2,0.2,0.2,0.2,0.2
eb270a12f165c79346f6e9a33566d015,0.2,0.2,0.2,0.2,0.2
38127802ca4381a2d9969fa657701775,0.2,0.2,0.2,0.2,0.2
2e30046ac94faa5044270b1341c04cd5,0.2,0.2,0.2,0.2,0.2
7928f4dd9790263cd96707f4c3b4aa3a,0.2,0.2,0.2,0.2,0.2
7f10431f9515e33f44b094dc96ae0ab5,0.2,0.2,0.2,0.2,0.2
c35571cff2e4b987fe4bda4452c8538c,0.2,0.2,0.2,0.2,0.2
b8bdc02e48f7fc06d085d1cd02921bd9,0.2,0.2,0.2,0.2,0.2
81816f646e026632a1063bfce016442f,0.2,0.2,0.2,0.2,0.2
a4126881eb5edeec6afcf8939a176a90,0.2,0.2,0.2,0.2,0.2
9d7363c3cabd9e4b0688f0dc6afeff49,0.2,0.2,0.2,0.2,0.2
32e1b5f6c822d9f44ddec3513f0157f8,0.2,0.2,0.2,0.2,0.2
494ec9ddcaeaf08a7f5a74ae92cd1fa5,0.2,0.2,0.2,0.2,0.2
ffb29a79ebd3034876cc20c3d553dda6,0.2,0.2,0.2,0.2,0.2
b43c342599d4da0859c058036431d331,0.2,0.2,0.2,0.2,0.2
17c597624bb5d8931f1c742642bb97d7,0.2,0.2,0.2,0.2,0.2
b4869e202b19c8ccee3e9215b15f430f,0.2,0.2,0.2,0.2,0.2
b7feececaced9a6d05d95e8a04d5fc6c,0.2,0.2,0.2,0.2,0.2
2e4ca999c1240203551863fed2c366bf,0.2,0.2,0.2,0.2,0.2
a34e2808a4a0c5c6b760a9a1044e6ddc,0.2,0.2,0.2,0.2,0.2
3658132f96cd3f7559785041d74191b4,0.2,0.2,0.2,0.2,0.2
0cffea4ca2f2c45a2e223976c5f3a572,0.2,0.2,0.2,0.2,0.2
98b3b7513a87d21baeda06e82fa89ae6,0.2,0.2,0.2,0.2,0.2
880e1b3accccc25b7b8e16d9a9b5cd72,0.2,0.2,0.2,0.2,0.2
eab57eb00666d1587aeb432c4f5f258a,0.2,0.2,0.2,0.2,0.2
2ff0631c3e8244d2a5c3950c260c1e72,0.2,0.2,0.2,0.2,0.2
b668991478e7957d8c0be105580aed94,0.2,0.2,0.2,0.2,0.2
9e955481bf3bdc2142076db68711b04f,0.2,0.2,0.2,0.2,0.2
165c1939f248af0aaade2dc9eaae74f0,0.2,0.2,0.2,0.2,0.2
a58d61f0fd141bcde537541c12b77d6a,0.2,0.2,0.2,0.2,0.2
63b0245e2cef574b270285ec430f9426,0.2,0.2,0.2,0.2,0.2
016239579d44c8e424ae42dcb5dddbbb,0.2,0.2,0.2,0.2,0.2
cd9b6873e84e2b60634ea428067e0e3d,0.2,0.2,0.2,0.2,0.2
94c0b306f012e4c393c5459925b36b9b,0.2,0.2,0.2,0.2,0.2
5b655830bdc597fc9dd17c8686204817,0.2,0.2,0.2,0.2,0.2
f8497fb06e6c626377b152e28444be91,0.2,0.2,0.2,0.2,0.2
105380441c1db10384426a0e03639dac,0.2,0.2,0.2,0.2,0.2
4ed3937b128dca22cd8ac0430a56720b,0.2,0.2,0.2,0.2,0.2
755e21fa4838119d0051f6d810eb48d1,0.2,0.2,0.2,0.2,0.2
c336a0df05def0fb49635341a8d2b5dd,0.2,0.2,0.2,0.2,0.2
a964978ed7ffe62058c25ed5969af116,0.2,0.2,0.2,0.2,0.2
3417989701499af5e05cfec9093950ae,0.2,0.2,0.2,0.2,0.2
8766fdb0bc5261b5395dc16e58d6ec72,0.2,0.2,0.2,0.2,0.2
76d07004ddc53b8d643623271dab5c68,0.2,0.2,0.2,0.2,0.2
9078d62d4393d4d9ff7b5f6be2d8ed9b,0.2,0.2,0.2,0.2,0.2
d99292defbc4c1140b31eda6633dc13a,0.2,0.2,0.2,0.2,0.2
ae3fa3ed592d0b564e15efa4afaa44db,0.2,0.2,0.2,0.2,0.2
3f195a6961a26b43f09688558409972a,0.2,0.2,0.2,0.2,0.2
6ca5c0da9d9e738cc81b13d9011f1f61,0.2,0.2,0.2,0.2,0.2
13042a6e78c957be346b46f226e867d8,0.2,0.2,0.2,0.2,0.2
7f91ec3828d8ea51ca2185f9aef56ff1,0.2,0.2,0.2,0.2,0.2
455a1e6d2e31bca3dbd1607cc86669a2,0.2,0.2,0.2,0.2,0.2
28cee778cb24ab8ab702c1b8bcbed57d,0.2,0.2,0.2,0.2,0.2
8726f5c074d4870ee3da9d19aed6c9a7,0.2,0.2,0.2,0.2,0.2
d8ddeebb802a773461e62b9b5ff028b8,0.2,0.2,0.2,0.2,0.2
789c2547989f4446eec702251f0d9931,0.2,0.2,0.2,0.2,0.2
614ee152907b25bd30f1186322122991,0.2,0.2,0.2,0.2,0.2
faf9910680d53aac01a4a767bc84d99c,0.2,0.2,0.2,0.2,0.2
d75b47b02c2e57c99f9e57789252bd97,0.2,0.2,0.2,0.2,0.2
3232ba9624d375195507881ea1779dd7,0.2,0.2,0.2,0.2,0.2
a1164dba1a5bc5ee6bd26b9c3c8c85bc,0.2,0.2,0.2,0.2,0.2
b3aff280a7b60ed12e4310db344ad5ef,0.2,0.2,0.2,0.2,0.2
43d250fb23984e6371c9b3e2ea49cc30,0.2,0.2,0.2,0.2,0.2
a5597c179309302f7dfea5f399475eb4,0.2,0.2,0.2,0.2,0.2
597788aeb0ef33f7ddb0c353a4ca5c0f,0.2,0.2,0.2,0.2,0.2
973b95e35003c7cd970528f3fd19b4fa,0.2,0.2,0.2,0.2,0.2
6d8998be2aa3ed2064e71067a4ee4c3e,0.2,0.2,0.2,0.2,0.2
66cd11aee48b6b5395d0ad1f27ff43d4,0.2,0.2,0.2,0.2,0.2
883d1f60c7da2c87256fe9d420a20ee9,0.2,0.2,0.2,0.2,0.2
e3cefd8cee9a0d29ef4c1a4f06c11009,0.2,0.2,0.2,0.2,0.2
91fdde6f80ce94e5a5495cb9aece82a9,0.2,0.2,0.2,0.2,0.2
55125becbdfe1884599d05cb41371ca0,0.2,0.2,0.2,0.2,0.2
f3933afd94623424db1a83bdf27e55e7,0.2,0.2,0.2,0.2,0.2
7ea75e231db3ac5996f0f9f76b077526,0.2,0.2,0.2,0.2,0.2
ca3226984e2c17b8668cbbd8dc3eac50,0.2,0.2,0.2,0.2,0.2
1532e1daa652bf90468566e5db151309,0.2,0.2,0.2,0.2,0.2
fec1461f1ca3cf3d8720687846d3a5f7,0.2,0.2,0.2,0.2,0.2
f8132f64cd2bd65e1320eb9a9f6dc445,0.2,0.2,0.2,0.2,0.2
ef66ea42bdcb64c9fac7f95bfd6b7b0d,0.2,0.2,0.2,0.2,0.2
54d1c1af116f5ad116f1a0fc7f4f956d,0.2,0.2,0.2,0.2,0.2
af662aa3112d5d7fb7c6cd7dbcc4184d,0.2,0.2,0.2,0.2,0.2
f9c688cc921adf007cb2a7a997cea322,0.2,0.2,0.2,0.2,0.2
1af6228a4b5d943eea3a92726228bd6b,0.2,0.2,0.2,0.2,0.2
c8e0025bacb753547a20edaaef17bf05,0.2,0.2,0.2,0.2,0.2
82dd4a00441f4152b4d2e877550464de,0.2,0.2,0.2,0.2,0.2
824f7b323ab669ffe58531af01a3f79c,0.2,0.2,0.2,0.2,0.2
9c8706a6953bd7be68c0f4422d8a2fc8,0.2,0.2,0.2,0.2,0.2
ed8e4b98b1959ff38871bb18d15465f0,0.2,0.2,0.2,0.2,0.2
5851827dc1c7d59ec31ade9bc239a725,0.2,0.2,0.2,0.2,0.2
